k/xi,0.0,0.05,0.1,0.3,0.5
0.05,2087.215,2055.505,2037.225,2119.395,2151.045
0.1,1522.470,1515.810,1507.685,1547.845,1566.895
0.2,874.515,880.260,889.040,868.770,827.560
0.5,278.390,277.275,272.755,262.400,270.885
1.0,86.560,87.030,86.915,87.160,87.545
